main.id,code_project,financing_modality,is_mandatory,contract_date,start_date,finish_date,defined_maturity_level,final_maturity_level,embrapii_amount,company_amount,ue_amount,total_amount,main.data_carga
1237,PCER-2002.0043,EMBRAPII,0,2020-02-11,2020-02-11,2021-05-11,5,5,174843.519999,317897.299999,37088.020000,529828.839999,2025-03-31 13:34:13-03:00
1238,PCEE-2001.0141,EMBRAPII,2,2020-01-10,2020-01-10,2021-02-28,4,4,410404.479999,769004.880000,77941.970000,1257351.330000,2025-03-31 13:34:13-03:00
1239,PCEE-2001.0142,EMBRAPII,2,2020-01-14,2020-01-14,2020-11-30,6,6,191647.399999,393060.900000,38155.420000,622863.719999,2025-03-31 13:34:13-03:00
1240,PCEE-1912.0143,EMBRAPII,2,2019-12-23,2020-01-02,2020-12-31,4,4,653025.520000,1381641.760000,115239.800000,2149907.080000,2025-03-31 13:34:13-03:00
1216,PELD-1910.0026,PPI Tradicional,2,2019-10-31,2019-11-01,2020-05-31,6,6,304400.000000,608800.000000,101466.670000,1014666.670000,2025-03-25 02:01:06-03:00
1217,PCIM-1911.0107,EMBRAPII,0,2019-11-27,2019-11-27,2022-11-27,4,4,1116617.639999,2267072.149999,0.000000,3383689.790000,2025-03-25 02:01:06-03:00
1218,PINA-1912.0046,ROTA 2030 Tipo 1,0,2019-12-09,2020-02-01,2020-08-31,6,6,215000.000000,322500.000000,107500.000000,645000.000000,2025-03-25 02:01:06-03:00
1219,PINA-2001.0047,PPI Tradicional,2,2020-01-08,2020-01-15,2020-08-31,4,4,161357.000000,262205.000000,80678.000000,504240.000000,2025-03-25 02:01:06-03:00
1220,PIBM-1911.0007,EMBRAPII,0,2019-11-02,2020-02-03,2020-10-30,4,4,50000.000000,32023.000000,50000.000000,132023.000000,2025-03-25 02:01:06-03:00
1221,PCEE-1912.0139,EMBRAPII,2,2019-12-01,2019-12-01,2021-02-28,4,4,153997.079999,234184.560000,76027.950000,464209.590000,2025-03-25 02:01:06-03:00
1241,PCEE-1912.0144,EMBRAPII,2,2019-12-26,2020-02-03,2021-01-31,4,4,410687.000000,867920.239999,77991.820000,1356599.060000,2025-03-31 13:34:13-03:00
1242,PEAE-2002.0010,EMBRAPII,0,2020-02-21,2020-02-21,2022-08-21,3,3,537000.000000,537000.000000,537000.000000,1611000.000000,2025-03-31 13:34:13-03:00
1243,PCEE-2001.0145,EMBRAPII,2,2020-01-01,2020-01-02,2022-02-28,5,5,652508.000000,1377353.919999,172532.000000,2202393.919999,2025-03-31 13:34:13-03:00
1244,PCEE-2001.0146,EMBRAPII,2,2020-01-09,2020-01-09,2021-02-28,6,6,78148.080000,154296.160000,19308.490000,251752.730000,2025-03-31 13:34:13-03:00
1245,PINA-2002.0048,EMBRAPII,2,2020-02-28,2020-03-09,2020-09-30,3,3,86286.000000,140215.000000,43144.000000,269645.000000,2025-03-31 13:34:13-03:00
1246,PCIM-1912.0108,EMBRAPII,2,2019-12-18,2020-01-01,2020-12-31,6,6,544009.319999,1088018.639999,0.000000,1632027.959999,2025-03-31 13:34:13-03:00
1222,PPOL-1912.0023,EMBRAPII,0,2019-12-09,2020-01-01,2022-01-31,3,3,840000.000000,840000.000000,840000.000000,2520000.000000,2025-03-25 02:01:06-03:00
1223,PTEN-2002.0011,EMBRAPII,0,2021-04-01,2021-04-01,2024-04-01,3,3,656000.000000,795500.000000,537250.000000,1988750.000000,2025-03-25 02:01:06-03:00
1224,PCPQ-2001.0054,EMBRAPII,0,2020-01-02,2020-01-02,2021-04-02,6,6,380665.510000,96926.490000,119398.000000,596990.000000,2025-03-25 02:01:06-03:00
1225,PLIG-2002.0012,ROTA 2030 Tipo 2,0,2020-02-20,2020-02-20,2021-08-19,4,4,843081.939999,563178.160000,279902.900000,1686162.100000,2025-03-25 02:01:06-03:00
1226,PIFP-2001.0018,EMBRAPII,2,2020-01-20,2020-01-20,2020-11-19,5,5,97800.000000,117000.000000,14961.110000,229761.109999,2025-03-25 02:01:06-03:00
1227,PTEN-2002.0012,EMBRAPII,0,2020-11-01,2020-11-01,2022-04-30,3,3,264000.000000,272000.000000,264000.000000,800000.000000,2025-03-25 02:01:06-03:00
1247,PIFC-2003.0059,EMBRAPII,2,2020-03-17,2020-03-18,2021-06-18,3,3,250000.000000,548888.890000,129934.640000,928823.530000,2025-03-31 13:34:13-03:00
1248,PIFC-2003.0060,EMBRAPII,2,2020-03-18,2020-03-19,2021-06-19,6,6,99600.000000,177400.000000,39823.520000,316823.520000,2025-03-31 13:34:13-03:00
1249,PINA-2003.0049,SEBRAE (DT),0,2020-03-09,2020-04-01,2020-11-30,6,6,212115.260000,343416.289999,105817.630000,661349.180000,2025-03-31 13:34:13-03:00
1250,PINA-2002.0050,PPI Tradicional,2,2020-02-05,2020-03-30,2020-08-31,4,4,92944.000000,151035.000000,46472.000000,290451.000000,2025-03-31 13:34:13-03:00
1251,PIPT-2003.0045,EMBRAPII,0,2020-03-10,2020-03-18,2021-01-18,4,4,153062.000000,250000.000000,60761.000000,463823.000000,2025-03-31 13:34:13-03:00
1252,PELD-2001.0029,PPI Tradicional,2,2020-01-01,2020-01-02,2020-12-31,4,4,626330.589999,1903936.300000,0.000000,2530266.890000,2025-03-31 13:34:13-03:00
1228,PCEE-1911.0140,EMBRAPII,0,2019-11-01,2019-11-01,2020-10-31,5,5,97019.060000,180178.620000,53817.190000,331014.870000,2025-03-25 02:01:06-03:00
1229,PCES-2002.0008,PPI Colaborativo,0,2020-02-14,2020-02-14,2022-02-14,6,6,502504.340000,502504.340000,0.000000,1005008.680000,2025-03-25 02:01:06-03:00
1230,PPLI-2002.0036,ROTA 2030 Tipo 1,0,2020-02-06,2020-02-06,2022-02-06,5,5,81000.000000,98000.000000,65000.000000,244000.000000,2025-03-25 02:01:06-03:00
1231,PIPT-1910.0044,ROTA 2030 Tipo 2,0,2019-10-01,2019-10-01,2021-05-31,4,4,277340.560000,396681.049999,166404.340000,840425.949999,2025-03-25 02:01:06-03:00
1232,PEAE-2003.0009,EMBRAPII,0,2020-03-06,2020-03-06,2022-03-06,3,3,200000.000000,200000.000000,200000.000000,600000.000000,2025-03-25 02:01:06-03:00
1233,PELD-2001.0027,PPI Tradicional,3,2020-01-01,2020-01-01,2022-09-30,5,5,1551070.870000,2914134.439999,235010.850000,4700216.160000,2025-03-25 02:01:06-03:00
1253,PELD-2001.0030,EMBRAPII,2,2020-01-30,2020-02-01,2021-08-30,5,5,575909.069999,863950.000000,288040.929999,1727900.000000,2025-03-31 13:34:13-03:00
1254,PSEN-2003.0008,ROTA 2030 Tipo 1,0,2020-03-18,2020-03-18,2021-06-18,6,6,488400.000000,695600.000000,296000.000000,1480000.000000,2025-03-31 13:34:13-03:00
1255,PIFF-2004.0018,EMBRAPII,0,2020-04-01,2020-04-06,2020-06-15,6,6,27917.640000,4926.650000,16422.140000,49266.430000,2025-03-31 13:34:13-03:00
1256,PELD-2002.0031,EMBRAPII,0,2020-02-13,2020-03-01,2020-12-31,5,5,469532.000000,469532.000000,469532.000000,1408596.000000,2025-03-31 13:34:13-03:00
1257,PCER-2003.0044,EMBRAPII,2,2020-03-18,2020-03-18,2021-03-17,4,4,309993.609999,556165.000000,45587.300000,911745.910000,2025-03-31 13:34:13-03:00
1258,PESQ-2003.0010,EMBRAPII,0,2020-03-20,2020-04-07,2022-04-06,5,5,187817.850000,272063.630000,109263.520000,569145.000000,2025-03-31 13:34:13-03:00
1234,PELD-2001.0028,EMBRAPII,0,2020-01-01,2020-01-01,2020-12-31,4,4,1256804.000000,1256804.000000,1256804.000000,3770412.000000,2025-03-25 02:01:06-03:00
1235,PCES-1912.0009,EMBRAPII,0,2019-12-04,2020-01-01,2020-12-31,5,5,252830.310000,505660.630000,23384.730000,781875.670000,2025-03-25 02:01:06-03:00
1236,PIFF-2002.0017,EMBRAPII,0,2020-02-20,2020-03-09,2021-03-18,6,6,80071.429999,80071.429999,80071.429999,240214.290000,2025-03-25 02:01:06-03:00
1237,PCER-2002.0043,EMBRAPII,0,2020-02-11,2020-02-11,2021-05-11,5,5,174843.519999,317897.299999,37088.020000,529828.839999,2025-03-25 02:01:06-03:00
1238,PCEE-2001.0141,EMBRAPII,2,2020-01-10,2020-01-10,2021-02-28,4,4,410404.479999,769004.880000,77941.970000,1257351.330000,2025-03-25 02:01:06-03:00
1239,PCEE-2001.0142,EMBRAPII,2,2020-01-14,2020-01-14,2020-11-30,6,6,191647.399999,393060.900000,38155.420000,622863.719999,2025-03-25 02:01:06-03:00
1240,PCEE-1912.0143,EMBRAPII,2,2019-12-23,2020-01-02,2020-12-31,4,4,653025.520000,1381641.760000,115239.800000,2149907.080000,2025-03-25 02:01:06-03:00
1259,PELD-2003.0032,EMBRAPII,0,2020-03-18,2020-03-20,2021-06-30,5,5,1157407.409999,625000.000000,532407.410000,2314814.819999,2025-03-31 13:34:13-03:00
1260,PCER-2003.0045,EMBRAPII,2,2020-03-01,2020-03-01,2021-07-31,6,6,506874.460000,997909.099999,79199.140000,1583982.699999,2025-03-31 13:34:13-03:00
1261,PIPT-2003.0046,EMBRAPII,0,2020-03-09,2020-03-09,2021-05-09,4,4,78840.740000,122854.570000,37216.030000,238911.340000,2025-03-31 13:34:13-03:00
1262,PINT-2004.0014,SEBRAE (DT),0,2020-04-13,2020-04-13,2022-10-13,5,5,394530.359999,478218.620000,322797.570000,1195546.550000,2025-03-31 13:34:13-03:00
1263,PIFF-2004.0019,SEBRAE (DT),0,2020-04-13,2020-06-08,2021-06-17,6,6,184953.570000,184963.570000,184943.570000,554860.709999,2025-03-31 13:34:13-03:00
1264,PCIM-2002.0109,ROTA 2030 Tipo 1,0,2020-02-28,2020-02-28,2020-12-28,3,3,58000.000000,98000.000000,18000.000000,174000.000000,2025-03-31 13:34:13-03:00
1241,PCEE-1912.0144,EMBRAPII,2,2019-12-26,2020-02-03,2021-01-31,4,4,410687.000000,867920.239999,77991.820000,1356599.060000,2025-03-25 02:01:06-03:00
1242,PEAE-2002.0010,EMBRAPII,0,2020-02-21,2020-02-21,2022-08-21,3,3,537000.000000,537000.000000,537000.000000,1611000.000000,2025-03-25 02:01:06-03:00
1243,PCEE-2001.0145,EMBRAPII,2,2020-01-01,2020-01-02,2022-02-28,5,5,652508.000000,1377353.919999,172532.000000,2202393.919999,2025-03-25 02:01:06-03:00
1244,PCEE-2001.0146,EMBRAPII,2,2020-01-09,2020-01-09,2021-02-28,6,6,78148.080000,154296.160000,19308.490000,251752.730000,2025-03-25 02:01:06-03:00
1245,PINA-2002.0048,EMBRAPII,2,2020-02-28,2020-03-09,2020-09-30,3,3,86286.000000,140215.000000,43144.000000,269645.000000,2025-03-25 02:01:06-03:00
1246,PCIM-1912.0108,EMBRAPII,2,2019-12-18,2020-01-01,2020-12-31,6,6,544009.319999,1088018.639999,0.000000,1632027.959999,2025-03-25 02:01:06-03:00
1265,PCIM-2002.0110,ROTA 2030 Tipo 1,0,2020-02-28,2020-02-28,2020-12-28,3,3,137000.000000,186000.000000,88000.000000,411000.000000,2025-03-31 13:34:13-03:00
1266,PCIM-2004.0111,SEBRAE (DT),0,2020-04-17,2020-04-17,2022-04-17,4,4,119000.000000,119000.000000,119000.000000,357000.000000,2025-03-31 13:34:13-03:00
1267,PIFC-2004.0061,EMBRAPII,0,2020-04-20,2020-04-22,2021-10-22,6,6,110000.000000,103888.880000,130228.759999,344117.640000,2025-03-31 13:34:13-03:00
1268,PCEE-2004.0147,SEBRAE AT Tipo 1,0,2020-05-04,2020-05-04,2021-04-30,6,6,256972.799999,443416.010000,78381.640000,778770.449999,2025-03-31 13:34:13-03:00
1269,PCPQ-2004.0055,SEBRAE (DT),0,2020-04-25,2020-04-25,2021-08-24,6,6,127590.000000,212650.000000,85060.000000,425300.000000,2025-03-31 13:34:13-03:00
1270,PESQ-2004.0011,SEBRAE (DT),0,2020-04-24,2020-06-01,2022-02-28,5,5,202136.530000,293808.000000,116590.399999,612534.930000,2025-03-31 13:34:13-03:00
1247,PIFC-2003.0059,EMBRAPII,2,2020-03-17,2020-03-18,2021-06-18,3,3,250000.000000,548888.890000,129934.640000,928823.530000,2025-03-25 02:01:06-03:00
1248,PIFC-2003.0060,EMBRAPII,2,2020-03-18,2020-03-19,2021-06-19,6,6,99600.000000,177400.000000,39823.520000,316823.520000,2025-03-25 02:01:06-03:00
1249,PINA-2003.0049,SEBRAE (DT),0,2020-03-09,2020-04-01,2020-11-30,6,6,212115.260000,343416.289999,105817.630000,661349.180000,2025-03-25 02:01:06-03:00
1250,PINA-2002.0050,PPI Tradicional,2,2020-02-05,2020-03-30,2020-08-31,4,4,92944.000000,151035.000000,46472.000000,290451.000000,2025-03-25 02:01:06-03:00
1251,PIPT-2003.0045,EMBRAPII,0,2020-03-10,2020-03-18,2021-01-18,4,4,153062.000000,250000.000000,60761.000000,463823.000000,2025-03-25 02:01:06-03:00
1252,PELD-2001.0029,PPI Tradicional,2,2020-01-01,2020-01-02,2020-12-31,4,4,626330.589999,1903936.300000,0.000000,2530266.890000,2025-03-25 02:01:06-03:00
1271,PESQ-2004.0012,SEBRAE AT Tipo 1,0,2020-04-28,2020-06-01,2022-05-31,5,5,182746.450000,214285.709999,156744.959999,553777.120000,2025-03-31 13:34:13-03:00
1272,PESQ-2004.0013,SEBRAE (DT),0,2020-04-03,2020-06-01,2022-05-31,5,5,135208.049999,197578.570000,76934.750000,409721.370000,2025-03-31 13:34:13-03:00
1273,PBIO-2004.0008,EMBRAPII,0,2020-04-22,2020-04-28,2021-03-28,3,3,150000.000000,21000.000000,39000.000000,210000.000000,2025-03-31 13:34:13-03:00
1274,PIFP-2003.0019,EMBRAPII,2,2020-03-30,2020-03-30,2021-01-29,5,5,168020.000000,201360.000000,32120.000000,401500.000000,2025-03-31 13:34:13-03:00
1275,PCEE-2004.0148,SEBRAE (ET),0,2020-05-04,2020-05-04,2021-06-03,6,6,230409.950000,387582.450000,81703.690000,699696.089999,2025-03-31 13:34:13-03:00
1276,PIFF-2004.0020,EMBRAPII,0,2020-04-17,2020-04-30,2020-08-10,6,6,41892.850000,7392.860000,24642.860000,73928.570000,2025-03-31 13:34:13-03:00
1253,PELD-2001.0030,EMBRAPII,2,2020-01-30,2020-02-01,2021-08-30,5,5,575909.069999,863950.000000,288040.929999,1727900.000000,2025-03-25 02:01:06-03:00
1254,PSEN-2003.0008,ROTA 2030 Tipo 1,0,2020-03-18,2020-03-18,2021-06-18,6,6,488400.000000,695600.000000,296000.000000,1480000.000000,2025-03-25 02:01:06-03:00
1255,PIFF-2004.0018,EMBRAPII,0,2020-04-01,2020-04-06,2020-06-15,6,6,27917.640000,4926.650000,16422.140000,49266.430000,2025-03-25 02:01:06-03:00
1256,PELD-2002.0031,EMBRAPII,0,2020-02-13,2020-03-01,2020-12-31,5,5,469532.000000,469532.000000,469532.000000,1408596.000000,2025-03-25 02:01:06-03:00
1257,PCER-2003.0044,EMBRAPII,2,2020-03-18,2020-03-18,2021-03-17,4,4,309993.609999,556165.000000,45587.300000,911745.910000,2025-03-25 02:01:06-03:00
1258,PESQ-2003.0010,EMBRAPII,0,2020-03-20,2020-04-07,2022-04-06,5,5,187817.850000,272063.630000,109263.520000,569145.000000,2025-03-25 02:01:06-03:00
1277,PPOL-2003.0024,EMBRAPII,0,2020-03-30,2020-04-01,2022-03-31,3,3,960000.000000,960000.000000,960000.000000,2880000.000000,2025-03-31 13:34:13-03:00
1278,PINA-2002.0051,EMBRAPII,2,2020-02-17,2020-03-01,2020-09-30,5,5,85250.000000,151250.000000,38500.000000,275000.000000,2025-03-31 13:34:13-03:00
1279,PIFC-2004.0062,EMBRAPII,0,2020-04-29,2020-04-30,2021-10-30,6,6,166725.000000,223525.000000,128838.230000,519088.229999,2025-03-31 13:34:13-03:00
1280,PIFS-2004.0020,EMBRAPII,0,2020-04-27,2020-04-27,2021-10-26,3,3,466667.000000,466667.000000,466666.000000,1400000.000000,2025-03-31 13:34:13-03:00
1281,PINA-2004.0052,EMBRAPII,0,2020-04-28,2020-05-01,2020-12-31,6,6,306000.000000,34000.000000,0.000000,340000.000000,2025-03-31 13:34:13-03:00
1282,PCER-2004.0046,SEBRAE (ET),0,2020-04-02,2020-04-02,2021-10-01,3,3,208000.000000,389122.000000,32001.000000,629123.000000,2025-03-31 13:34:13-03:00
1259,PELD-2003.0032,EMBRAPII,0,2020-03-18,2020-03-20,2021-06-30,5,5,1157407.409999,625000.000000,532407.410000,2314814.819999,2025-03-25 02:01:06-03:00
1260,PCER-2003.0045,EMBRAPII,2,2020-03-01,2020-03-01,2021-07-31,6,6,506874.460000,997909.099999,79199.140000,1583982.699999,2025-03-25 02:01:06-03:00
1261,PIPT-2003.0046,EMBRAPII,0,2020-03-09,2020-03-09,2021-05-09,4,4,78840.740000,122854.570000,37216.030000,238911.340000,2025-03-25 02:01:06-03:00
1262,PINT-2004.0014,SEBRAE (DT),0,2020-04-13,2020-04-13,2022-10-13,5,5,394530.359999,478218.620000,322797.570000,1195546.550000,2025-03-25 02:01:06-03:00
1263,PIFF-2004.0019,SEBRAE (DT),0,2020-04-13,2020-06-08,2021-06-17,6,6,184953.570000,184963.570000,184943.570000,554860.709999,2025-03-25 02:01:06-03:00
1264,PCIM-2002.0109,ROTA 2030 Tipo 1,0,2020-02-28,2020-02-28,2020-12-28,3,3,58000.000000,98000.000000,18000.000000,174000.000000,2025-03-25 02:01:06-03:00
1283,PIFS-2004.0021,EMBRAPII,0,2020-04-22,2020-04-22,2021-02-21,6,6,55000.000000,55000.000000,40000.000000,150000.000000,2025-03-31 13:34:13-03:00
1284,PELE-2005.0007,SENAI DN,0,2020-05-11,2020-05-11,2020-11-11,5,5,541666.449999,25000.000000,266666.549999,833333.000000,2025-03-31 13:34:13-03:00
1285,PIBM-2005.0008,SENAI DN,0,2020-05-11,2020-05-18,2020-11-20,6,6,160000.000000,54000.000000,108000.000000,322000.000000,2025-03-31 13:34:13-03:00
1286,PIFS-2005.0022,SEBRAE (ET),0,2020-05-06,2020-05-06,2021-11-05,4,4,400000.000000,400000.000000,400000.000000,1200000.000000,2025-03-31 13:34:13-03:00
1287,PIND-2002.0006,EMBRAPII,2,2020-02-03,2020-02-03,2020-07-31,6,6,153097.630000,260265.970000,45929.290000,459292.890000,2025-03-31 13:34:13-03:00
1288,PSEN-2004.0009,SENAI DN,0,2020-04-30,2020-04-30,2021-04-30,6,6,424200.000000,60600.000000,121200.000000,606000.000000,2025-03-31 13:34:13-03:00
1265,PCIM-2002.0110,ROTA 2030 Tipo 1,0,2020-02-28,2020-02-28,2020-12-28,3,3,137000.000000,186000.000000,88000.000000,411000.000000,2025-03-25 02:01:06-03:00
1266,PCIM-2004.0111,SEBRAE (DT),0,2020-04-17,2020-04-17,2022-04-17,4,4,119000.000000,119000.000000,119000.000000,357000.000000,2025-03-25 02:01:06-03:00
1267,PIFC-2004.0061,EMBRAPII,0,2020-04-20,2020-04-22,2021-10-22,6,6,110000.000000,103888.880000,130228.759999,344117.640000,2025-03-25 02:01:06-03:00
1268,PCEE-2004.0147,SEBRAE AT Tipo 1,0,2020-05-04,2020-05-04,2021-04-30,6,6,256972.799999,443416.010000,78381.640000,778770.449999,2025-03-25 02:01:06-03:00
1269,PCPQ-2004.0055,SEBRAE (DT),0,2020-04-25,2020-04-25,2021-08-24,6,6,127590.000000,212650.000000,85060.000000,425300.000000,2025-03-25 02:01:06-03:00
1270,PESQ-2004.0011,SEBRAE (DT),0,2020-04-24,2020-06-01,2022-02-28,5,5,202136.530000,293808.000000,116590.399999,612534.930000,2025-03-25 02:01:06-03:00
1289,PIPT-2005.0047,EMBRAPII,0,2020-05-04,2020-05-04,2022-04-09,3,3,202949.980000,289050.020000,123000.000000,615000.000000,2025-03-31 13:34:13-03:00
1290,PINT-2005.0015,EMBRAPII,0,2020-05-15,2020-05-15,2021-01-15,5,5,442338.780000,88489.000000,354062.130000,884889.910000,2025-03-31 13:34:13-03:00
1291,PIFS-2003.0023,EMBRAPII,0,2020-03-06,2020-03-06,2020-06-05,4,4,33977.500000,33977.500000,33977.500000,101932.500000,2025-03-31 13:34:13-03:00
1292,PBIO-2005.0009,EMBRAPII,0,2020-05-18,2020-05-18,2021-07-18,3,3,269203.010000,269203.010000,134601.510000,673007.530000,2025-03-31 13:34:13-03:00
1293,PCEE-2005.0149,SEBRAE (DT),0,2020-05-21,2020-07-01,2021-06-30,5,5,306872.049999,551322.219999,78995.149999,937189.420000,2025-03-31 13:34:13-03:00
1294,PCPQ-2005.0056,EMBRAPII,2,2020-05-11,2020-05-11,2022-01-10,6,6,637200.000000,1062000.000000,424800.000000,2124000.000000,2025-03-31 13:34:13-03:00
1271,PESQ-2004.0012,SEBRAE AT Tipo 1,0,2020-04-28,2020-06-01,2022-05-31,5,5,182746.450000,214285.709999,156744.959999,553777.120000,2025-03-25 02:01:06-03:00
1272,PESQ-2004.0013,SEBRAE (DT),0,2020-04-03,2020-06-01,2022-05-31,5,5,135208.049999,197578.570000,76934.750000,409721.370000,2025-03-25 02:01:06-03:00
1273,PBIO-2004.0008,EMBRAPII,0,2020-04-22,2020-04-28,2021-03-28,3,3,150000.000000,21000.000000,39000.000000,210000.000000,2025-03-25 02:01:06-03:00
1274,PIFP-2003.0019,EMBRAPII,2,2020-03-30,2020-03-30,2021-01-29,5,5,168020.000000,201360.000000,32120.000000,401500.000000,2025-03-25 02:01:06-03:00
1275,PCEE-2004.0148,SEBRAE (ET),0,2020-05-04,2020-05-04,2021-06-03,6,6,230409.950000,387582.450000,81703.690000,699696.089999,2025-03-25 02:01:06-03:00
1276,PIFF-2004.0020,EMBRAPII,0,2020-04-17,2020-04-30,2020-08-10,6,6,41892.850000,7392.860000,24642.860000,73928.570000,2025-03-25 02:01:06-03:00
1295,PSEN-2005.0010,SENAI DN,0,2020-05-06,2020-05-06,2021-11-05,6,6,402500.000000,57500.000000,115000.000000,575000.000000,2025-03-31 13:34:13-03:00
1296,PCPQ-2005.0057,SEBRAE (ET),0,2020-05-22,2020-05-22,2021-05-21,6,6,403000.000000,624000.000000,273000.000000,1300000.000000,2025-03-31 13:34:13-03:00
1297,PEMB-2005.0007,SENAI DN,0,2020-05-29,2020-05-29,2020-11-29,6,6,224749.260000,65286.140000,16106.880000,306142.280000,2025-03-31 13:34:13-03:00
1298,PINA-2005.0053,EMBRAPII,2,2020-05-22,2020-06-01,2021-05-31,6,6,315843.000000,647450.000000,162707.000000,1126000.000000,2025-03-31 13:34:13-03:00
1299,PCIM-2005.0112,SENAI DN,0,2020-05-14,2020-05-14,2021-05-14,6,6,254000.000000,66000.000000,10000.000000,330000.000000,2025-03-31 13:34:13-03:00
1300,PIBM-2005.0009,SENAI DN,0,2020-05-25,2020-06-04,2021-06-04,6,6,240000.000000,60000.000000,50000.000000,350000.000000,2025-03-31 13:34:13-03:00
1277,PPOL-2003.0024,EMBRAPII,0,2020-03-30,2020-04-01,2022-03-31,3,3,960000.000000,960000.000000,960000.000000,2880000.000000,2025-03-25 02:01:06-03:00
1278,PINA-2002.0051,EMBRAPII,2,2020-02-17,2020-03-01,2020-09-30,5,5,85250.000000,151250.000000,38500.000000,275000.000000,2025-03-25 02:01:06-03:00
1279,PIFC-2004.0062,EMBRAPII,0,2020-04-29,2020-04-30,2021-10-30,6,6,166725.000000,223525.000000,128838.230000,519088.229999,2025-03-25 02:01:06-03:00
1280,PIFS-2004.0020,EMBRAPII,0,2020-04-27,2020-04-27,2021-10-26,3,3,466667.000000,466667.000000,466666.000000,1400000.000000,2025-03-25 02:01:06-03:00
1281,PINA-2004.0052,EMBRAPII,0,2020-04-28,2020-05-01,2020-12-31,6,6,306000.000000,34000.000000,0.000000,340000.000000,2025-03-25 02:01:06-03:00
1282,PCER-2004.0046,SEBRAE (ET),0,2020-04-02,2020-04-02,2021-10-01,3,3,208000.000000,389122.000000,32001.000000,629123.000000,2025-03-25 02:01:06-03:00
1301,PFLN-2006.0007,EMBRAPII,0,2020-06-02,2020-06-02,2021-08-02,6,6,69399.970000,48600.000000,20823.520000,138823.489999,2025-03-31 13:34:13-03:00
1302,PESQ-2006.0014,EMBRAPII,0,2020-06-01,2020-06-01,2021-05-31,4,4,106528.429999,166285.000000,50000.000000,322813.429999,2025-03-31 13:34:13-03:00
1303,PLAC-2005.0018,SEBRAE (DT),0,2020-05-13,2020-05-13,2021-05-12,6,6,150000.000000,170000.000000,130000.000000,450000.000000,2025-03-31 13:34:13-03:00
1304,PCIM-2001.0113,EMBRAPII,2,2020-01-30,2020-02-01,2020-12-31,6,6,176564.310000,356328.549999,0.000000,532892.859999,2025-03-31 13:34:13-03:00
1305,PIFB-2006.0006,EMBRAPII,0,2020-06-01,2020-06-01,2020-07-31,3,3,22646.120000,12157.940000,17375.940000,52180.000000,2025-03-31 13:34:13-03:00
1306,PPLI-2005.0037,SENAI DN,0,2020-05-08,2020-05-08,2021-05-07,6,6,231000.000000,66000.000000,33000.000000,330000.000000,2025-03-31 13:34:13-03:00
1283,PIFS-2004.0021,EMBRAPII,0,2020-04-22,2020-04-22,2021-02-21,6,6,55000.000000,55000.000000,40000.000000,150000.000000,2025-03-25 02:01:06-03:00
1284,PELE-2005.0007,SENAI DN,0,2020-05-11,2020-05-11,2020-11-11,5,5,541666.449999,25000.000000,266666.549999,833333.000000,2025-03-25 02:01:06-03:00
1285,PIBM-2005.0008,SENAI DN,0,2020-05-11,2020-05-18,2020-11-20,6,6,160000.000000,54000.000000,108000.000000,322000.000000,2025-03-25 02:01:06-03:00
1286,PIFS-2005.0022,SEBRAE (ET),0,2020-05-06,2020-05-06,2021-11-05,4,4,400000.000000,400000.000000,400000.000000,1200000.000000,2025-03-25 02:01:06-03:00
1287,PIND-2002.0006,EMBRAPII,2,2020-02-03,2020-02-03,2020-07-31,6,6,153097.630000,260265.970000,45929.290000,459292.890000,2025-03-25 02:01:06-03:00
1288,PSEN-2004.0009,SENAI DN,0,2020-04-30,2020-04-30,2021-04-30,6,6,424200.000000,60600.000000,121200.000000,606000.000000,2025-03-25 02:01:06-03:00
1307,PPLI-2006.0038,SENAI DN,0,2020-06-01,2020-06-01,2021-05-31,6,6,350000.000000,100000.000000,50000.000000,500000.000000,2025-03-31 13:34:13-03:00
1308,PFEM-2006.0008,EMBRAPII,0,2020-06-08,2020-06-08,2021-03-08,6,6,135800.000000,135800.000000,135800.000000,407400.000000,2025-03-31 13:34:13-03:00
1309,PINA-2006.0054,EMBRAPII,2,2020-06-04,2020-07-01,2021-06-01,3,3,198364.000000,345538.000000,95983.000000,639885.000000,2025-03-31 13:34:13-03:00
1310,PCEE-2006.0150,SEBRAE (DT),0,2020-06-16,2020-07-01,2021-06-30,6,6,126131.840000,217566.269999,35130.270000,378828.380000,2025-03-31 13:34:13-03:00
1311,PCOP-2005.0019,EMBRAPII,4,2020-05-05,2020-05-05,2023-05-05,6,6,1816334.899999,12137525.699999,996823.810000,14950684.410000,2025-03-31 13:34:13-03:00
1312,PELE-2005.0008,ROTA 2030 Tipo 1,0,2020-05-25,2020-07-01,2023-06-30,5,5,439890.000000,599850.000000,293260.000000,1333000.000000,2025-03-31 13:34:13-03:00
1289,PIPT-2005.0047,EMBRAPII,0,2020-05-04,2020-05-04,2022-04-09,3,3,202949.980000,289050.020000,123000.000000,615000.000000,2025-03-25 02:01:06-03:00
1290,PINT-2005.0015,EMBRAPII,0,2020-05-15,2020-05-15,2021-01-15,5,5,442338.780000,88489.000000,354062.130000,884889.910000,2025-03-25 02:01:06-03:00
1291,PIFS-2003.0023,EMBRAPII,0,2020-03-06,2020-03-06,2020-06-05,4,4,33977.500000,33977.500000,33977.500000,101932.500000,2025-03-25 02:01:06-03:00
